File::File_Error_4A7190,0x4a7190,0xa7190,0x23
File::Global_Read_4A71C0,0x4a71c0,0xa71c0,0x49
File::Global_Read_4A7210,0x4a7210,0xa7210,0x3f
File::GetRemainderSize_4A7250,0x4a7250,0xa7250,0xe9
File::SkipWhitespace_4A7340,0x4a7340,0xa7340,0x2e
Firefighter_28::sub_4A7FC0,0x4a7fc0,0xa7fc0,0x1dc
Firefighter_28::sub_4A81A0,0x4a81a0,0xa81a0,0x4f
Firefighter_28::sub_4A81F0,0x4a81f0,0xa81f0,0x3b5
Firefighter_28::ctor_4A85C0,0x4a85c0,0xa85c0,0x16
Firefighter_28::sub_4A85E0,0x4a85e0,0xa85e0,0xf
FirefighterPool_54::sub_4A85F0,0x4a85f0,0xa85f0,0x29
FirefighterPool_54::sub_4A8620,0x4a8620,0xa8620,0x1d6
FirefighterPool_54::sub_4A8800,0x4a8800,0xa8800,0x18
FirefighterPool_54::sub_4A8820,0x4a8820,0xa8820,0x62
sub_4A8890,0x4a8890,0xa8890,0x37
FirefighterPool_54::ctor_4A88D0,0x4a88d0,0xa88d0,0x7
nullsub_163,0x4aae20,0xaae20,0x1
nullsub_164,0x4aae60,0xaae60,0x1
nullsub_165,0x4ab820,0xab820,0x1
nullsub_166,0x4ab870,0xab870,0x1
Debug::Init_4ABBD0,0x4abbd0,0xabbd0,0x630
Debug::HaveOnlyFrenchGtx_4AC200,0x4ac200,0xac200,0x126
Frontend::create_4ACFA0,0x4acfa0,0xacfa0,0xc4
Frontend::destroy_4AD070,0x4ad070,0xad070,0x58
Frontend::sub_4AD140,0x4ad140,0xad140,0xc87
Frontend::sub_4ADF50,0x4adf50,0xadf50,0x48
Frontend::sub_4ADFB0,0x4adfb0,0xadfb0,0x53
FreeLoader::sub_4AE010,0x4ae010,0xae010,0x3a
FreeLoader::sub_4AE0F0,0x4ae0f0,0xae0f0,0x3a
FreeLoader::sub_4AE170,0x4ae170,0xae170,0x5d
sub_4AE1F0,0x4ae1f0,0xae1f0,0xdd
Frontend::UpdatePageFromUserInput_4AE2D0,0x4ae2d0,0xae2d0,0x64d
Fix16::sub_4AE970,0x4ae970,0xae970,0x14
Frontend::SetWinMainStateToBootMap_4AE990,0x4ae990,0xae990,0xb
Frontend::sub_4AE9A0,0x4ae9a0,0xae9a0,0x15f
Frontend::sub_4AEC00,0x4aec00,0xaec00,0xb7
Frontend::sub_4AEDB0,0x4aedb0,0xaedb0,0x162
Frontend::sub_4AF0E0,0x4af0e0,0xaf0e0,0xfd
Frontend::ctor_4AF2A0,0x4af2a0,0xaf2a0,0x386
Frontend::dtor_4AF970,0x4af970,0xaf970,0x110
Frontend::InitKeyBoardDevice_4AFBE0,0x4afbe0,0xafbe0,0x92
Frontend::FreeKeyBoardDevice_4AFD00,0x4afd00,0xafd00,0x22
Frontend::AcquireKeyBoard_4AFD70,0x4afd70,0xafd70,0x1d
Frontend::KeyBoard_GetKeyStates_4AFDD0,0x4afdd0,0xafdd0,0x53
Frontend::sub_4AFEB0,0x4afeb0,0xafeb0,0x167
Frontend::sub_4B0190,0x4b0190,0xb0190,0x43
Frontend::sub_4B0220,0x4b0220,0xb0220,0x1422
Frontend::sub_4B2F60,0x4b2f60,0xb2f60,0x208
Frontend::sub_4B3170,0x4b3170,0xb3170,0x939
nullsub_167,0x4b3ae0,0xb3ae0,0x1
Frontend::sub_4B3AF0,0x4b3af0,0xb3af0,0x181
nullsub_168,0x4b3cb0,0xb3cb0,0x1
Frontend::sub_4B3CC0,0x4b3cc0,0xb3cc0,0x103
Frontend::HandleCheatCode_4B3DD0,0x4b3dd0,0xb3dd0,0x453
Frontend::sub_4B4230,0x4b4230,0xb4230,0x4f
Frontend::sub_4B4280,0x4b4280,0xb4280,0x2f
Frontend::sub_4B42B0,0x4b42b0,0xb42b0,0x2f
Frontend::sub_4B42E0,0x4b42e0,0xb42e0,0xf9
Frontend::sub_4B43E0,0x4b43e0,0xb43e0,0x26
Frontend::sub_4B4410,0x4b4410,0xb4410,0x2b
Frontend::sub_4B4440,0x4b4440,0xb4440,0x36c
Frontend::sub_4B48D0,0x4b48d0,0xb48d0,0x2cb
Frontend::sub_4B4BC0,0x4b4bc0,0xb4bc0,0x9d
Frontend::LoadStringsFromStage_4B4C60,0x4b4c60,0xb4c60,0x95
Frontend::LoadMapFilenames_4B4D00,0x4b4d00,0xb4d00,0x1bf
Frontend::sub_4B4EC0,0x4b4ec0,0xb4ec0,0x30f
Frontend::GetPlySlotSvgName_4B51D0,0x4b51d0,0xb51d0,0xa0
Frontend::sub_4B5270,0x4b5270,0xb5270,0xf3
Frontend::PlySlotSvgExists_4B5370,0x4b5370,0xb5370,0x4e
Frontend::LoadPlySlotSvgs_4B53C0,0x4b53c0,0xb53c0,0x6b
Frontend::sub_4B5430,0x4b5430,0xb5430,0x1b2
Frontend::sub_4B55F0,0x4b55f0,0xb55f0,0x1b4
Frontend::sub_4B57B0,0x4b57b0,0xb57b0,0x677
Frontend::intro_bik_4B5E50,0x4b5e50,0xb5e50,0xc7
Frontend::pre_intro_bik_4B5F20,0x4b5f20,0xb5f20,0xc7
Frontend::intro_bik_exists_4B5FF0,0x4b5ff0,0xb5ff0,0x3f
Frontend::pre_intro_bik_exists_4B6030,0x4b6030,0xb6030,0x3f
MenuPage_0xBCA::ctor_4B6070,0x4b6070,0xb6070,0x9f
MenuPage_0xBCA::dtor_4B6110,0x4b6110,0xb6110,0x99
MenuPage_0xBCA::sub_4B61B0,0x4b61b0,0xb61b0,0x49
MenuPage_0xBCA::sub_4B6200,0x4b6200,0xb6200,0x56
kind_beaver_6::ctor_4B6260,0x4b6260,0xb6260,0x12
kind_beaver_6::dtor_4B6280,0x4b6280,0xb6280,0x10
menu_option_0x82::ctor_4B6290,0x4b6290,0xb6290,0x55
menu_option_0x82::dtor_4B62F0,0x4b62f0,0xb62f0,0x31
menu_option_0x82::sub_4B6330,0x4b6330,0xb6330,0x53
menu_option_0x82::sub_4B6390,0x4b6390,0xb6390,0x4e
menu_element_0x6E::ctor_4B63E0,0x4b63e0,0xb63e0,0x35
menu_element_0x6E::dtor_4B6420,0x4b6420,0xb6420,0x1e
admiring_euler_4::ctor_4B6440,0x4b6440,0xb6440,0x10
admiring_euler_4::dtor_4B6450,0x4b6450,0xb6450,0xe
admiring_euler_4::LoadPlySlotSvg_4B6480,0x4b6480,0xb6480,0x4b
Frontend::Load_tga_4B6520,0x4b6520,0xb6520,0xcc
Frontend::Load_tgas_4B66B0,0x4b66b0,0xb66b0,0x3a
Frontend::FreeImageTable_4B6750,0x4b6750,0xb6750,0x6
Frontend::sub_4B6780,0x4b6780,0xb6780,0x146
Frontend::sub_4B6B00,0x4b6b00,0xb6b00,0x14b
Frontend::DrawBackground_4B6E10,0x4b6e10,0xb6e10,0x1d2
Frontend::sub_4B6FF0,0x4b6ff0,0xb6ff0,0x66
Frontend::sub_4B7060,0x4b7060,0xb7060,0x46
Frontend::sub_4B70B0,0x4b70b0,0xb70b0,0x66
Frontend::sub_4B7120,0x4b7120,0xb7120,0xda
Frontend::sub_4B7200,0x4b7200,0xb7200,0x66
Frontend::sub_4B7270,0x4b7270,0xb7270,0x7c
Frontend::sub_4B72F0,0x4b72f0,0xb72f0,0x66
Frontend::sub_4B7360,0x4b7360,0xb7360,0x12c
Frontend::sub_4B7490,0x4b7490,0xb7490,0x2a
Frontend::sub_4B74C0,0x4b74c0,0xb74c0,0x2a
Frontend::sub_4B74F0,0x4b74f0,0xb74f0,0x2a
Frontend::sub_4B7520,0x4b7520,0xb7520,0x2a
Frontend::sub_4B7550,0x4b7550,0xb7550,0xbc
Frontend::sub_4B7610,0x4b7610,0xb7610,0x132
Frontend::sub_4B77B0,0x4b77b0,0xb77b0,0x4b
Frontend::sub_4B7800,0x4b7800,0xb7800,0xae
Frontend::sub_4B78B0,0x4b78b0,0xb78b0,0x15e
Frontend::sub_4B7A10,0x4b7a10,0xb7a10,0xc6
Frontend::sub_4B7AE0,0x4b7ae0,0xb7ae0,0x26b
sub_4B7D60,0x4b7d60,0xb7d60,0xa1
sub_4B7E10,0x4b7e10,0xb7e10,0x16a
Frontend::sub_4B7FB0,0x4b7fb0,0xb7fb0,0x6e
Frontend::sub_4B8020,0x4b8020,0xb8020,0xc5
sub_4B80F0,0x4b80f0,0xb80f0,0x185
Frontend::sub_4B8280,0x4b8280,0xb8280,0x24e
Frontend::sub_4B8530,0x4b8530,0xb8530,0x2f
Frontend::sub_4B8560,0x4b8560,0xb8560,0xf0
Frontend::sub_4B8650,0x4b8650,0xb8650,0x28
Frontend::sub_4B8680,0x4b8680,0xb8680,0x44
DrawText_4B87A0,0x4b87a0,0xb87a0,0x36
nullsub_169,0x4b8a80,0xb8a80,0x1
nullsub_170,0x4b8ad0,0xb8ad0,0x1
Game_0x40::sub_4B8BB0,0x4b8bb0,0xb8bb0,0x1a
Game_0x40::sub_4B8BD0,0x4b8bd0,0xb8bd0,0x2c
Game_0x40::sub_4B8C00,0x4b8c00,0xb8c00,0x14
Game_0x40::sub_4B8C20,0x4b8c20,0xb8c20,0x13
Game_0x40::LoadGameFiles_4B8C40,0x4b8c40,0xb8c40,0x1b2
Game_0x40::sub_4B8E00,0x4b8e00,0xb8e00,0x4e
Game_0x40::sub_4B8E50,0x4b8e50,0xb8e50,0x55
Game_0x40::BootGame_4B8EB0,0x4b8eb0,0xb8eb0,0x136
Game_0x40::ShowCounters_4B8FF0,0x4b8ff0,0xb8ff0,0x275
Game_0x40::sub_4B9270,0x4b9270,0xb9270,0x53
Game_0x40::Draw_4B92D0,0x4b92d0,0xb92d0,0xa3
Game_0x40::UpdateAllPlayersControls_4B9380,0x4b9380,0xb9380,0x33
Game_0x40::sub_4B93C0,0x4b93c0,0xb93c0,0x4c
Game_0x40::UpdateGame_4B9410,0x4b9410,0xb9410,0x226
Game_0x40::ExecuteGame_4B9640,0x4b9640,0xb9640,0x6a
Game_0x40::sub_4B9700,0x4b9700,0xb9700,0xf
Game_0x40::sub_4B9710,0x4b9710,0xb9710,0xd
Game_0x40::sub_4B9720,0x4b9720,0xb9720,0x21
Game_0x40::sub_4B9750,0x4b9750,0xb9750,0x3f
Game_0x40::sub_4B9790,0x4b9790,0xb9790,0x4f
Game_0x40::sub_4B97E0,0x4b97e0,0xb97e0,0x4f
Game_0x40::sub_4B9830,0x4b9830,0xb9830,0x5c
Game_0x40::sub_4B9890,0x4b9890,0xb9890,0x4f
Game_0x40::sub_4B98E0,0x4b98e0,0xb98e0,0x6c
Game_0x40::sub_4B9950,0x4b9950,0xb9950,0xb3
Game_0x40::sub_4B9A10,0x4b9a10,0xb9a10,0x62
Game_0x40::is_point_on_screen_4B9A80,0x4b9a80,0xb9a80,0x87
Game_0x40::sub_4B9B10,0x4b9b10,0xb9b10,0xa9
Game_0x40::IteratePlayerCamera_4B9BC0,0x4b9bc0,0xb9bc0,0x45
Game_0x40::sub_4B9C10,0x4b9c10,0xb9c10,0x38
Game_0x40::sub_4B9C50,0x4b9c50,0xb9c50,0x79
Game_0x40::sub_4B9CD0,0x4b9cd0,0xb9cd0,0x40
Game_0x40::IterateNextPlayer_4B9D10,0x4b9d10,0xb9d10,0x41
Game_0x40::sub_4B9D60,0x4b9d60,0xb9d60,0x7b
Game_0x40::ctor_4B9DE0,0x4b9de0,0xb9de0,0x1048
Game_0x40::dtor_4BAE30,0x4bae30,0xbae30,0x640
Hud_2B00::dtor_4BBBB0,0x4bbbb0,0xbbbb0,0x16
CranePool_D9C::dtor_4BBBF0,0x4bbbf0,0xbbbf0,0x13
CrusherPool_94::dtor_4BBC30,0x4bbc30,0xbbc30,0x10
Garage_48::dtor_4BBC60,0x4bbc60,0xbbc60,0x1
sub_4BBCB0,0x4bbcb0,0xbbcb0,0x185
sub_4BBFA0,0x4bbfa0,0xbbfa0,0x185
Frismo_C_Pool::dtor_4BC300,0x4bc300,0xbc300,0x19
nullsub_171,0x4bdd80,0xbdd80,0x1
nullsub_172,0x4bddc0,0xbddc0,0x1
Phi_8CA8::dtor_4BDF40,0x4bdf40,0xbdf40,0x16
Phi_74::dtor_4BDF60,0x4bdf60,0xbdf60,0x1
Marz_1D7E::dtor_4BDF70,0x4bdf70,0xbdf70,0x13
Marz_96::dtor_4BDF90,0x4bdf90,0xbdf90,0x10
Gang_144::ctor_4BE4E0,0x4be4e0,0xbe4e0,0xc
Gang_144::dtor_4BE4F0,0x4be4f0,0xbe4f0,0x1
GangPool_CA8::dtor_4BE500,0x4be500,0xbe500,0x13
Hud_Pager_C::dtor_4BE650,0x4be650,0xbe650,0x37
nullsub_173,0x4be950,0xbe950,0x1
nullsub_174,0x4be9a0,0xbe9a0,0x1
Frismo_C::ctor_4BEA80,0x4bea80,0xbea80,0x16
Frismo_C::dtor_4BEAA0,0x4beaa0,0xbeaa0,0x8
Ambulance_20::ctor_4BEAB0,0x4beab0,0xbeab0,0x13
Ambulance_20::dtor_4BEAD0,0x4bead0,0xbead0,0x1
Ambulance_110::dtor_4BEAE0,0x4beae0,0xbeae0,0x16
Kfc_30::ctor_4BEB00,0x4beb00,0xbeb00,0xc
Kfc_30::dtor_4BEB10,0x4beb10,0xbeb10,0x1
Kfc_1E0::dtor_4BEB20,0x4beb20,0xbeb20,0x10
PoliceCrew_38::ctor_4BEB30,0x4beb30,0xbeb30,0xc
PoliceCrew_38::dtor_4BEB40,0x4beb40,0xbeb40,0x1
Police_7B8::dtor_4BEB50,0x4beb50,0xbeb50,0x6a
Light_1D4CC::dtor_4BEBC0,0x4bebc0,0xbebc0,0x64
GangPool_CA8::sub_4BECA0,0x4beca0,0xbeca0,0x3c
GangPool_CA8::sub_4BECE0,0x4bece0,0xbece0,0x45
Gang_144::sub_4BED30,0x4bed30,0xbed30,0x31
Gang_144::init_4BED70,0x4bed70,0xbed70,0x71
Gang_144::sub_4BEDF0,0x4bedf0,0xbedf0,0x13
Gang_144::SetRespect_4BEE30,0x4bee30,0xbee30,0x17
Gang_144::IncrementRespect_4BEE50,0x4bee50,0xbee50,0x45
Gang_144::DecrementRespect_4BEEA0,0x4beea0,0xbeea0,0x45
Gang_144::GetRespectForPlayer_4BEEF0,0x4beef0,0xbeef0,0x13
Gang_144::IsRespectNegativeForPlayer_4BEF10,0x4bef10,0xbef10,0x17
Gang_144::SetGangKillReaction_4BEF50,0x4bef50,0xbef50,0x17
Gang_144::sub_4BEF70,0x4bef70,0xbef70,0x90
Gang_144::ChangeRespectAndUpdate_4BF000,0x4bf000,0xbf000,0x8e
Gang_144::set_name_4BF090,0x4bf090,0xbf090,0x2a
Gang_144::GetGangCurrWeapon_4BF0C0,0x4bf0c0,0xbf0c0,0x36
GangPool_CA8::gang_by_name_4BF100,0x4bf100,0xbf100,0x62
GangPool_CA8::next_free_gang_slot_4BF170,0x4bf170,0xbf170,0x47
GangPool_CA8::GangByIdx_4BF1C0,0x4bf1c0,0xbf1c0,0x15
GangPool_CA8::alloc_gang_for_map_zone_4BF1E0,0x4bf1e0,0xbf1e0,0x2f
GangPool_CA8::get_gang_idx_by_name_4BF210,0x4bf210,0xbf210,0x19
GangPool_CA8::sub_4BF230,0x4bf230,0xbf230,0xbc
GangPool_CA8::FindGangByCarModel_4BF2F0,0x4bf2f0,0xbf2f0,0x41
Gang_144::sub_4BF340,0x4bf340,0xbf340,0x2c
nullsub_175,0x4c18b0,0xc18b0,0x1
nullsub_176,0x4c18f0,0xc18f0,0x1
sub_4C1A70,0x4c1a70,0xc1a70,0x3f
sub_4C1AB0,0x4c1ab0,0xc1ab0,0x53
Generator_2C::Service_4C1C50,0x4c1c50,0xc1c50,0x1b
Generator_2C::sub_4C1C70,0x4c1c70,0xc1c70,0x5d
GeneratorPool_14AC::sub_4C1CD0,0x4c1cd0,0xc1cd0,0xa0
GeneratorPool_14AC::GeneratorsService_4C1D70,0x4c1d70,0xc1d70,0x46
GeneratorPool_14AC::CreateGenerator_4C1DC0,0x4c1dc0,0xc1dc0,0x51
GeneratorPool_14AC::ctor_4C1E20,0x4c1e20,0xc1e20,0x2a
nullsub_177,0x4c4390,0xc4390,0x1
nullsub_178,0x4c43d0,0xc43d0,0x1
nullsub_179,0x4c4d90,0xc4d90,0x1
nullsub_180,0x4c4de0,0xc4de0,0x1
GetDirectXVersion_4C4EC0,0x4c4ec0,0xc4ec0,0x3ee
lucid_hamilton::sub_4C53D0,0x4c53d0,0xc53d0,0x497
lucid_hamilton::SetMapName_4C5870,0x4c5870,0xc5870,0x16
lucid_hamilton::SetStyleName_4C5890,0x4c5890,0xc5890,0x1c
lucid_hamilton::SetScriptName_4C58B0,0x4c58b0,0xc58b0,0x1c
lucid_hamilton::DebugStr_4C58D0,0x4c58d0,0xc58d0,0x1c
lucid_hamilton::sub_4C58F0,0x4c58f0,0xc58f0,0xd
lucid_hamilton::sub_4C5900,0x4c5900,0xc5900,0xd
lucid_hamilton::sub_4C5910,0x4c5910,0xc5910,0xd
lucid_hamilton::sub_4C5920,0x4c5920,0xc5920,0xd
lucid_hamilton::sub_4C5930,0x4c5930,0xc5930,0xd
lucid_hamilton::GetMapName_4C5940,0x4c5940,0xc5940,0x3
lucid_hamilton::GetStyleName_4C5950,0x4c5950,0xc5950,0x7
lucid_hamilton::GetScriptName_4C5960,0x4c5960,0xc5960,0x7
lucid_hamilton::GetDebugStr_4C5970,0x4c5970,0xc5970,0x7
lucid_hamilton::sub_4C5980,0x4c5980,0xc5980,0x7
lucid_hamilton::sub_4C5990,0x4c5990,0xc5990,0x7
lucid_hamilton::sub_4C59A0,0x4c59a0,0xc59a0,0x7
lucid_hamilton::GetPlySlotIdx_4C59B0,0x4c59b0,0xc59b0,0x7
lucid_hamilton::sub_4C59C0,0x4c59c0,0xc59c0,0x7
lucid_hamilton::sub_4C59D0,0x4c59d0,0xc59d0,0x17
lucid_hamilton::sub_4C59F0,0x4c59f0,0xc59f0,0x13
lucid_hamilton::sub_4C5A10,0x4c5a10,0xc5a10,0x58
lucid_hamilton::sub_4C5A70,0x4c5a70,0xc5a70,0xd
lucid_hamilton::sub_4C5A80,0x4c5a80,0xc5a80,0x7
lucid_hamilton::sub_4C5A90,0x4c5a90,0xc5a90,0xd
lucid_hamilton::sub_4C5AA0,0x4c5aa0,0xc5aa0,0x7
lucid_hamilton::sub_4C5AB0,0x4c5ab0,0xc5ab0,0xf
lucid_hamilton::sub_4C5AC0,0x4c5ac0,0xc5ac0,0x8
lucid_hamilton::sub_4C5AD0,0x4c5ad0,0xc5ad0,0xd
lucid_hamilton::sub_4C5AE0,0x4c5ae0,0xc5ae0,0x7
lucid_hamilton::init_4C5AF0,0x4c5af0,0xc5af0,0x87
lucid_hamilton::sub_4C5B80,0x4c5b80,0xc5b80,0x35
lucid_hamilton::sub_4C5BC0,0x4c5bc0,0xc5bc0,0x7
lucid_hamilton::sub_4C5BD0,0x4c5bd0,0xc5bd0,0x7
lucid_hamilton::sub_4C5BE0,0x4c5be0,0xc5be0,0x7
lucid_hamilton::sub_4C5BF0,0x4c5bf0,0xc5bf0,0x7
lucid_hamilton::sub_4C5C00,0x4c5c00,0xc5c00,0x16
lucid_hamilton::sub_4C5C20,0x4c5c20,0xc5c20,0x7
lucid_hamilton::sub_4C5C30,0x4c5c30,0xc5c30,0x27
lucid_hamilton::sub_4C5C60,0x4c5c60,0xc5c60,0x16
lucid_hamilton::sub_4C5C80,0x4c5c80,0xc5c80,0x22
lucid_hamilton::sub_4C5CB0,0x4c5cb0,0xc5cb0,0x13
lucid_hamilton::sub_4C5CD0,0x4c5cd0,0xc5cd0,0x83
lucid_hamilton::sub_4C5D60,0x4c5d60,0xc5d60,0x14
lucid_hamilton::sub_4C5D80,0x4c5d80,0xc5d80,0x24
nullsub_181,0x4c8320,0xc8320,0x1
nullsub_182,0x4c8360,0xc8360,0x1
nullsub_183,0x4c8cf0,0xc8cf0,0x1
nullsub_184,0x4c8d40,0xc8d40,0x1
PedGroup::sub_4C8E60,0x4c8e60,0xc8e60,0x14
PedGroup::sub_4C8E80,0x4c8e80,0xc8e80,0x8
PedGroup::sub_4C8E90,0x4c8e90,0xc8e90,0x5c
PedGroup::sub_4C8EF0,0x4c8ef0,0xc8ef0,0x2e
PedGroup::sub_4C8F20,0x4c8f20,0xc8f20,0x6e
PedGroup::sub_4C8F90,0x4c8f90,0xc8f90,0x45
PedGroup::sub_4C8FE0,0x4c8fe0,0xc8fe0,0x54
PedGroup::sub_4C9040,0x4c9040,0xc9040,0x10d
PedGroup::sub_4C9150,0x4c9150,0xc9150,0x5e
PedGroup::sub_4C91B0,0x4c91b0,0xc91b0,0x5e
PedGroup::sub_4C9210,0x4c9210,0xc9210,0xf
PedGroup::sub_4C9220,0x4c9220,0xc9220,0x19
PedGroup::sub_4C9240,0x4c9240,0xc9240,0x5e
PedGroup::sub_4C92A0,0x4c92a0,0xc92a0,0xf3
PedGroup::DestroyGroup_4C93A0,0x4c93a0,0xc93a0,0x136
PedGroup::sub_4C94E0,0x4c94e0,0xc94e0,0x192
PedGroup::sub_4C9680,0x4c9680,0xc9680,0x2e3
PedGroup::sub_4C9970,0x4c9970,0xc9970,0x197
PedGroup::sub_4C9B10,0x4c9b10,0xc9b10,0x1a
PedGroup::sub_4C9B30,0x4c9b30,0xc9b30,0x25
PedGroup::sub_4C9B60,0x4c9b60,0xc9b60,0x370
PedGroup::sub_4C9ED0,0x4c9ed0,0xc9ed0,0x2b
PedGroup::sub_4C9F00,0x4c9f00,0xc9f00,0x4dd
PedGroup::sub_4CA3E0,0x4ca3e0,0xca3e0,0x10
PedGroup::sub_4CA3F0,0x4ca3f0,0xca3f0,0xb4
PedGroup::sub_4CA4B0,0x4ca4b0,0xca4b0,0x111
PedGroup::sub_4CA5E0,0x4ca5e0,0xca5e0,0x240
PedGroup::sub_4CA820,0x4ca820,0xca820,0xf1
PedGroup::sub_4CAA20,0x4caa20,0xcaa20,0x53
PedGroup::sub_4CAAE0,0x4caae0,0xcaae0,0x40
PedGroup::sub_4CAB80,0x4cab80,0xcab80,0x3e
PedGroup::sub_4CAC20,0x4cac20,0xcac20,0x60
PedGroup::sub_4CAD40,0x4cad40,0xcad40,0x60
PedGroup::sub_4CAE80,0x4cae80,0xcae80,0xe0
PedGroup::sub_4CB080,0x4cb080,0xcb080,0x21
PedGroup::New_4CB0D0,0x4cb0d0,0xcb0d0,0x3f
PedGroup::ctor_4CB860,0x4cb860,0xcb860,0xc
PedGroup::dtor_4CB870,0x4cb870,0xcb870,0x1
nullsub_186,0x4cd170,0xcd170,0x1
nullsub_187,0x4cd1b0,0xcd1b0,0x1
nullsub_188,0x4cdb70,0xcdb70,0x1
nullsub_189,0x4cdbc0,0xcdbc0,0x1
BurgerKing_67F8B0::sub_4CDCD0,0x4cdcd0,0xcdcd0,0xa
BurgerKing_67F8B0::clear_inputs_4CDCE0,0x4cdce0,0xcdce0,0x8
BurgerKing_67F8B0::set_input_4CDCF0,0x4cdcf0,0xcdcf0,0x13
BurgerKing_67F8B0::clear_input_4CDD10,0x4cdd10,0xcdd10,0x15
BurgerKing_67F8B0::should_ignore_input_4CDD80,0x4cdd80,0xcdd80,0x67
BurgerKing_67F8B0::should_ignore_input_4CDDF0,0x4cddf0,0xcddf0,0x23
BurgerKing_67F8B0::save_replay_record_4CDE20,0x4cde20,0xcde20,0xaf
BurgerKing_67F8B0::SaveReplay_4CDED0,0x4cded0,0xcded0,0x55
BurgerKing_67F8B0::modify_inputs_4CDF30,0x4cdf30,0xcdf30,0x3f
BurgerKing_67F8B0::AppendReplayHeader_4CDF70,0x4cdf70,0xcdf70,0x407
BurgerKing_67F8B0::LoadReplayHeader_4CE380,0x4ce380,0xce380,0x2cf
BurgerKing_67F8B0::sub_4CE650,0x4ce650,0xce650,0x89
BurgerKing_67F8B0::GetNextAttrReplay_4CE6E0,0x4ce6e0,0xce6e0,0x56
BurgerKing_67F8B0::sub_4CE740,0x4ce740,0xce740,0x133
BurgerKing_67F8B0::sub_4CE880,0x4ce880,0xce880,0x17d
BurgerKing_67F8B0::dtor_4CEA00,0x4cea00,0xcea00,0x38
BurgerKing_67F8B0::sub_4CEA40,0x4cea40,0xcea40,0x78
BurgerKing_67F8B0::sub_4CEAC0,0x4ceac0,0xceac0,0x23d
BurgerKing_67F8B0::sub_4CED00,0x4ced00,0xced00,0x8f
BurgerKing_67F8B0::sub_4CED90,0x4ced90,0xced90,0x60
BurgerKing_67F8B0::RecOrPlayBackState_4CEDF0,0x4cedf0,0xcedf0,0x13
BurgerKing_67F8B0::ShowInput_4CEE10,0x4cee10,0xcee10,0x62
sub_4CFFB0,0x4cffb0,0xcffb0,0x97
nullsub_190,0x4d13c0,0xd13c0,0x1
nullsub_191,0x4d1400,0xd1400,0x1
nullsub_192,0x4d1e90,0xd1e90,0x1
nullsub_193,0x4d1ee0,0xd1ee0,0x1
magical_germain_0x8EC::LoadChunks_4D1FC0,0x4d1fc0,0xd1fc0,0xcb
magical_germain_0x8EC::Load_kanji_dat_4D2090,0x4d2090,0xd2090,0xbe
magical_germain_0x8EC::sub_4D2150,0x4d2150,0xd2150,0xe6
magical_germain_0x8EC::sub_4D2240,0x4d2240,0xd2240,0x169
magical_germain_0x8EC::sub_4D23B0,0x4d23b0,0xd23b0,0x257
magical_germain_0x8EC::sub_4D2610,0x4d2610,0xd2610,0x7b
magical_germain_0x8EC::sub_4D2690,0x4d2690,0xd2690,0x7b
magical_germain_0x8EC::sub_4D2710,0x4d2710,0xd2710,0xc0
magical_germain_0x8EC::sub_4D27D0,0x4d27d0,0xd27d0,0xc3
magical_germain_0x8EC::sub_4D28A0,0x4d28a0,0xd28a0,0x9b
magical_germain_0x8EC::sub_4D29D0,0x4d29d0,0xd29d0,0x103
magical_germain_0x8EC::sub_4D2B40,0x4d2b40,0xd2b40,0x140
magical_germain_0x8EC::ctor_4D2C80,0x4d2c80,0xd2c80,0x34
magical_germain_0x8EC::dtor_4D2CC0,0x4d2cc0,0xd2cc0,0x35
nullsub_194,0x4d5270,0xd5270,0x1
nullsub_195,0x4d52b0,0xd52b0,0x1
nullsub_196,0x4d5c40,0xd5c40,0x1
nullsub_197,0x4d5c90,0xd5c90,0x1
keybrd_0x204::ctor_4D5D70,0x4d5d70,0xd5d70,0x1c
keybrd_0x204::dtor_4D5D90,0x4d5d90,0xd5d90,0x1
keybrd_0x204::ReadCfg_4D5DA0,0x4d5da0,0xd5da0,0x55
keybrd_0x204::LoadKbCfg_4D5E00,0x4d5e00,0xd5e00,0x117
keybrd_0x204::GetKey_4D5F40,0x4d5f40,0xd5f40,0x10
keybrd_0x204::create_4D5F50,0x4d5f50,0xd5f50,0x4d
keybrd_0x204::destroy_4D5FA0,0x4d5fa0,0xd5fa0,0x27
keybrd_0x204::RecreateIfLayoutChanged_4D5FD0,0x4d5fd0,0xd5fd0,0x2a
keybrd_0x204::GetLayout_4D6000,0x4d6000,0xd6000,0x95
nostalgic_ellis_0x28::ctor_4D6D20,0x4d6d20,0xd6d20,0x33
nostalgic_ellis_0x28::dtor_4D6D60,0x4d6d60,0xd6d60,0xc
nostalgic_ellis_0x28::sub_4D6D70,0x4d6d70,0xd6d70,0x41
nostalgic_ellis_0x28::sub_4D6DC0,0x4d6dc0,0xd6dc0,0x3c
Light::sub_4D6E00,0x4d6e00,0xd6e00,0x2d
Light::sub_4D6E30,0x4d6e30,0xd6e30,0x1d
Light::sub_4D6E50,0x4d6e50,0xd6e50,0x103
File::sub_4D9470,0x4d9470,0xd9470,0x61
sub_4D94E0,0x4d94e0,0xd94e0,0x51
sub_4D9540,0x4d9540,0xd9540,0x52
sub_4D95A0,0x4d95a0,0xd95a0,0x7d
Write_4D9620,0x4d9620,0xd9620,0x2d
Write_Log_4D9650,0x4d9650,0xd9650,0x14
